title,content,url,Fuente
"Trump, primer presidente de EEUU en recibir una condena penal, pero sin prisión ni multa","Elpresidente electo de Estados Unidos Donald Trumpha sido condenado hoy ensu segundo proceso relacionado con conductas sexuales, el de los pagos irregulares a la actriz pornoStormy Danielspara encubrir su aventura, que se suma a su condena por abuso sexual y difamación a la escritoraE. Jean Carroll,según informa EFE.
El juezJuan Merchan dictó para el republicano libertad incondicionaldespués de que en mayo de 2024 un jurado popular le declarase culpable de34 delitos de falsificación de registros comerciales para comprar el silencio de Stormy Danielsy proteger así su candidatura en las elecciones de noviembre del 2016, que ganó. Según el relato de la actriz, esta conoció al magnate en 2006, en unas jornadas del American Century Celebrity Golf Tournament en Lake Tahoe, Nevada, y en ese encuentro ambos mantuvieron relaciones sexuales consentidas. Por aquel entonces, Trump llevaba casado con su esposa Melania alrededor de un año y ella había dado a luz recientemente a Barron Trump.
En2011, Daniels entabló negociaciones para vender por 15.000 dólares una exclusiva sobre sus relaciones con Trumpcon Bauer Publishing, el editor de la revista Life and Style, que finalmente no salió a la luz por la intervención del entonces abogado del republicano, Michael Cohen. La sentencia de hoy, que tiene lugar solo diez días antes de que Trump vuelva a la Casa Blanca, es histórica, pues se trata de la primera vez que un presidente convicto asume la más alta magistratura de la nación.",https://www.infolibre.es/politica/trump-convierte-primer-presidente-condenado-caso-stormy-daniels-le-exime-penas_1_1926758.html,InfoLibre
